dzienne_zarazenia,dzienna_smierc,lacznie_1_dawka,lacznie_2_dawka,teraz_zarazeni,ozdrowiency
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
0,0,35442997,35432000,0,0
