date	total_cases	new_cases	total_deaths	new_deaths	reproduction_rate	new_tests	total_tests	total_tests_per_thousand	new_tests_per_thousand	positive_rate	tests_per_case	total_vaccinations	people_vaccinated	people_fully_vaccinated	new_vaccinations	new_vaccinations_smoothed	total_vaccinations_per_hundred	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	stringency_index	population
21.04.2021	2718493.0	13922.0	63473.0	739.0	0.68	77631.0	13432082.0	354.909	2.051	0.189	5.3	9495317.0	7079324.0	2415993.0	284898.0	181118.0	25.09	18.71	6.38	72.22	37846605.0
22.04.2021	2731256.0	12763.0	64168.0	695.0	0.65	71228.0	13503310.0	356.791	1.882	0.179	5.6	9806966.0	7311128.0	2495838.0	311649.0	188879.0	25.91	19.32	6.59	72.22	37846605.0
23.04.2021	2742122.0	10866.0	64707.0	539.0	0.64	61993.0	13565303.0	358.429	1.638	0.172	5.8	10069710.0	7526598.0	2543112.0	262744.0	207781.0	26.61	19.89	6.72	72.22	37846605.0
24.04.2021	2751632.0	9510.0	65222.0	515.0	0.63	69679.0	13634982.0	360.27	1.841	0.164	6.1					208737.0				72.22	37846605.0
25.04.2021	2758856.0	7224.0	65415.0	193.0	0.62	50307.0	13685289.0	361.599	1.329	0.158	6.3	10343967.0	7765723.0	2578244.0		209694.0	27.33	20.52	6.81	72.22	37846605.0
26.04.2021	2762323.0	3467.0	65437.0	22.0	0.62	33446.0	13718735.0	362.483	0.884	0.154	6.5					219361.0				70.37	37846605.0
27.04.2021	2768034.0	5711.0	65897.0	460.0	0.62	63746.0	13782481.0	364.167	1.684	0.148	6.7	10740169.0	8072900.0	2746824.0		218536.0	28.38	21.33	7.26	70.37	37846605.0
28.04.2021	2776927.0	8893.0	66533.0	636.0	0.62	70878.0	13853359.0	366.04	1.873	0.139	7.2	11081369.0	8229040.0	2852329.0	341200.0	226579.0	29.28	21.74	7.54	70.37	37846605.0
29.04.2021	2785353.0	8426.0	67073.0	540.0	0.61	65120.0	13918479.0	367.76	1.721	0.13	7.7	11470800.0	8597875.0	2872925.0	389431.0	237691.0	30.31	22.72	7.59	70.37	37846605.0
30.04.2021	2792142.0	6789.0	67502.0	429.0	0.6	60364.0	13978843.0	369.355	1.595	0.121	8.3					229174.0				70.37	37846605.0
01.05.2021	2798617.0	6475.0	67924.0	422.0	0.59	62323.0	14041166.0	371.002	1.647	0.116	8.6	11877060.0	8917338.0	2959722.0		238603.0	31.38	23.56	7.82	70.37	37846605.0
02.05.2021	2803233.0	4616.0	68068.0	144.0	0.59	42878.0	14084044.0	372.135	1.133	0.111	9.0					227494.0				70.37	37846605.0
03.05.2021	2805756.0	2523.0	68105.0	37.0	0.59	30535.0	14114579.0	372.942	0.807	0.11	9.1	11995786.0	9018412.0	2977374.0		207674.0	31.7	23.83	7.87	70.37	37846605.0
04.05.2021	2808052.0	2296.0	68133.0	28.0	0.59	30793.0	14145372.0	373.755	0.814	0.11	9.1					223591.0				68.52	37846605.0
05.05.2021	2811951.0	3899.0	68482.0	349.0	0.61	55450.0	14200822.0	375.22	1.465	0.101	9.9	12614827.0	9454765.0	3308889.0		219065.0	33.33	24.98	8.74	68.52	37846605.0
06.05.2021	2818378.0	6427.0	68993.0	511.0	0.64	65888.0	14266710.0	376.961	1.741	0.095	10.5	13034348.0	9735602.0	3451651.0	419521.0	223364.0	34.44	25.72	9.12	68.52	37846605.0
07.05.2021	2824425.0	6047.0	69445.0	452.0	0.66	64853.0	14331563.0	378.675	1.714	0.092	10.9	13409463.0	9987919.0	3579910.0	375115.0	247933.0	35.43	26.39	9.46	68.52	37846605.0
08.05.2021	2829196.0	4771.0	69866.0	421.0	0.66	62806.0	14394369.0	380.334	1.659	0.087	11.6	13670541.0	10185393.0	3650119.0	261078.0	256212.0	36.12	26.91	9.64	65.74	37846605.0
09.05.2021	2833052.0	3856.0	70012.0	146.0	0.66	51283.0	14445652.0	381.69	1.355	0.082	12.1	13764238.0	10260941.0	3671671.0	93697.0	261116.0	36.37	27.11	9.7	65.74	37846605.0
10.05.2021	2835083.0	2031.0	70034.0	22.0	0.66	36594.0	14482246.0	382.656	0.967	0.08	12.5	13957627.0	10400987.0	3728697.0	193389.0	280263.0	36.88	27.48	9.85	65.74	37846605.0
11.05.2021	2838180.0	3097.0	70336.0	302.0	0.65	61895.0	14544141.0	384.292	1.635	0.076	13.2	14274291.0	10609955.0	3839390.0	316664.0	281284.0	37.72	28.03	10.14	65.74	37846605.0
12.05.2021	2842339.0	4159.0	70679.0	343.0	0.63	65388.0	14609529.0	386.02	1.728	0.074	13.4					299243.0				65.74	37846605.0
13.05.2021	2845762.0	3423.0	71021.0	342.0	0.61	56708.0	14666237.0	387.518	1.498	0.069	14.6	15144771.0	11112068.0	4241956.0		301489.0	40.02	29.36	11.21	65.74	37846605.0
14.05.2021	2849014.0	3252.0	71311.0	290.0	0.6	60191.0	14726428.0	389.108	1.59	0.062	16.1	15509013.0	11329356.0	4415044.0	364242.0	299936.0	40.98	29.93	11.67	65.74	37846605.0
15.05.2021	2851911.0	2897.0	71609.0	298.0	0.59	56353.0	14782781.0	390.597	1.489	0.058	17.1	15776030.0	11490114.0	4535597.0	267017.0	300784.0	41.68	30.36	11.98	62.04	37846605.0
16.05.2021	2854079.0	2168.0	71664.0	55.0	0.58	48203.0	14830984.0	391.871	1.274	0.055	18.3	15879467.0	11556822.0	4577701.0	103437.0	302176.0	41.96	30.54	12.1	62.04	37846605.0
17.05.2021	2855190.0	1111.0	71675.0	11.0	0.57	32722.0	14863706.0	392.736	0.865	0.053	19.0	16043547.0	11664606.0	4642010.0	164080.0	297989.0	42.39	30.82	12.27	62.04	37846605.0
18.05.2021	2856924.0	1734.0	71920.0	245.0	0.56	57299.0	14921005.0	394.249	1.514	0.05	20.1	16372436.0	11868779.0	4794334.0	328889.0	299735.0	43.26	31.36	12.67	62.04	37846605.0
19.05.2021	2859261.0	2337.0	72250.0	330.0	0.55	57707.0	14978712.0	395.774	1.525	0.046	21.8					300591.0				62.04	37846605.0
20.05.2021	2861351.0	2090.0	72500.0	250.0	0.53	54911.0	15033623.0	397.225	1.451	0.042	23.6	17254902.0	12369238.0	5222430.0		301447.0	45.59	32.68	13.8	62.04	37846605.0
21.05.2021	2863031.0	1680.0	72691.0	191.0	0.52	56614.0	15090237.0	398.721	1.496	0.039	26.0	17620338.0	12577946.0	5410599.0	365436.0	301618.0	46.56	33.23	14.3	62.04	37846605.0
22.05.2021	2864546.0	1515.0	72882.0	191.0	0.51	57582.0	15147819.0	400.242	1.521	0.035	28.9	17866586.0	12710402.0	5553678.0	246248.0	298651.0	47.21	33.58	14.67	62.04	37846605.0
23.05.2021	2865622.0	1076.0	72928.0	46.0	0.51	41666.0	15189485.0	401.343	1.101	0.032	31.1	17941112.0	12748812.0	5597165.0	74526.0	294521.0	47.4	33.69	14.79	62.04	37846605.0
24.05.2021	2866181.0	559.0	72945.0	17.0	0.51	32949.0	15222434.0	402.214	0.871	0.031	32.6	18085811.0	12814730.0	5689744.0	144699.0	291752.0	47.79	33.86	15.03	62.04	37846605.0
25.05.2021	2867187.0	1006.0	73096.0	151.0	0.5	60566.0	15283000.0	403.814	1.6	0.028	35.3	18389807.0	12960092.0	5855700.0	303996.0	288196.0	48.59	34.24	15.47	62.04	37846605.0
26.05.2021	2868450.0	1263.0	73305.0	209.0	0.5	57290.0	15340290.0	405.328	1.514	0.025	39.3	18785240.0	13145222.0	6071067.0	395433.0	281653.0	49.64	34.73	16.04	62.04	37846605.0
27.05.2021	2869652.0	1202.0	73440.0	135.0	0.49	63364.0	15403654.0	407.002	1.674	0.022	44.6	19175171.0	13302965.0	6308403.0	389931.0	274324.0	50.67	35.15	16.67	62.04	37846605.0
28.05.2021	2870595.0	943.0	73557.0	117.0	0.48	54986.0	15458640.0	408.455	1.453	0.021	48.7	19525032.0	13451439.0	6562897.0	349861.0	272099.0	51.59	35.54	17.34		37846605.0
29.05.2021	2871371.0	776.0	73682.0	125.0	0.48	60762.0	15519402.0	410.061	1.605	0.018	54.4	19807955.0	13580235.0	6786561.0	282923.0	277338.0	52.34	35.88	17.93		37846605.0
30.05.2021	2871950.0	579.0	73738.0	56.0	0.48	44541.0	15563943.0	411.237	1.177	0.017	59.2	19909052.0	13633827.0	6868820.0	101097.0	281134.0	52.6	36.02	18.15		37846605.0
31.05.2021	2872283.0	333.0	73745.0	7.0	0.49	32035.0	15595978.0	412.084	0.846	0.016	61.2	20084619.0	13707350.0	7019149.0	175567.0	285544.0	53.07	36.22	18.55		37846605.0
01.06.2021	2872868.0	585.0	73856.0	111.0	0.49	58921.0	15654899.0	413.641	1.557	0.015	65.5	20536042.0	13896798.0	7300303.0	451423.0	306605.0	54.26	36.72	19.29		37846605.0
02.06.2021	2873527.0	659.0	73984.0	128.0		56350.0	15711249.0	415.13	1.489	0.014	73.1	21174546.0	14145161.0	7700322.0	638504.0	341329.0	55.95	37.37	20.35		37846605.0
03.06.2021	2874092.0	565.0	74075.0	91.0		54545.0	15765794.0	416.571	1.441	0.012	81.6	21326996.0	14224874.0	7777048.0	152450.0	307404.0	56.35	37.59	20.55		37846605.0
