dzienne_zarazenia,dzienna_smierc,lacznie_1_dawka,lacznie_2_dawka,teraz_zarazeni,ozdrowiency
938,36,23643366,23107428,8007,1374
865,37,23643366,23369133,7523,1312
799,28,23643366,23629702,7044,1250
755,27,23643366,23629839,6649,1123
693,34,23643366,23629956,6233,1075
704,42,23643366,23630058,5856,1039
655,25,23643366,23630139,5487,999
581,24,23643366,23630204,5131,913
539,22,23643366,23630252,4790,858
499,22,23643366,23630279,4485,782
513,30,23643366,23630291,4242,726
465,16,23643366,23630291,4015,676
442,18,23643366,23630291,3751,688
455,17,23643366,23630291,3552,637
410,18,23643366,23630291,3358,586
327,17,23643366,23630291,3154,514
358,9,23643366,23630291,3009,494
337,14,23643366,23630291,2833,499
318,24,23643366,23630291,2687,440
289,14,23643366,23630292,2531,431
279,11,23643366,23630292,2352,447
264,17,23643366,23630292,2211,388
247,11,23643366,23630292,2125,322
240,11,23643366,23630292,2005,349
210,6,23643366,23630292,1875,334
175,8,23643366,23630292,1736,306
195,11,23643366,23630292,1637,283
151,7,23643366,23630292,1500,281
163,7,23643366,23630292,1399,257
145,6,23643366,23630292,1303,235
144,10,23643366,23630292,1197,240
113,7,23643366,23630292,1102,201
104,3,23643366,23630292,1026,177
112,3,23643366,23630292,938,197
107,10,23643366,23630292,903,132
99,3,23643366,23630292,839,160
102,1,23643366,23630292,795,145
101,4,23643366,23630292,751,141
94,1,23643366,23630292,728,116
86,7,23643366,23630292,706,101
66,3,23643366,23630292,664,105
77,3,23643366,23630292,634,104
64,1,23643366,23630292,596,101
63,3,23643366,23630292,557,99
56,5,23643366,23630292,520,88
48,6,23643366,23630292,470,92
50,1,23643366,23630292,430,89
53,1,23643366,23630292,417,65
51,2,23643366,23630292,391,75
39,2,23643366,23630292,364,64
34,3,23643366,23630292,337,58
41,2,23643366,23630292,321,55
34,0,23643366,23630292,309,46
30,1,23643366,23630292,286,52
43,3,23643366,23630292,274,52
25,3,23643366,23630292,247,49
25,1,23643366,23630292,234,37
30,2,23643366,23630292,231,31
24,1,23643366,23630292,216,38
29,0,23643366,23630292,210,35
24,0,23643366,23630292,202,32
29,0,23643366,23630292,189,42
25,0,23643366,23630292,191,23
20,0,23643366,23630292,181,30
18,1,23643366,23630292,170,28
11,0,23643366,23630292,156,25
13,0,23643366,23630292,144,25
14,1,23643366,23630292,130,27
19,2,23643366,23630292,124,23
13,1,23643366,23630292,110,26
12,0,23643366,23630292,101,21
11,1,23643366,23630292,94,17
11,0,23643366,23630292,93,12
4,0,23643366,23630292,85,12
7,0,23643366,23630292,78,14
5,1,23643366,23630292,63,19
5,0,23643366,23630292,57,11
8,0,23643366,23630292,52,13
4,1,23643366,23630292,45,10
8,1,23643366,23630292,42,10
3,0,23643366,23630292,40,5
6,0,23643366,23630292,39,7
11,1,23643366,23630292,45,4
3,0,23643366,23630292,43,5
1,0,23643366,23630292,36,8
4,0,23643366,23630292,36,4
5,0,23643366,23630292,33,8
4,0,23643366,23630292,34,3
7,0,23643366,23630292,36,5
3,0,23643366,23630292,27,12
2,0,23643366,23630292,26,3
1,0,23643366,23630292,26,1
2,0,23643366,23630292,25,3
2,0,23643366,23630292,21,6
4,0,23643366,23630292,22,3
1,2,23643366,23630292,15,6
1,0,23643366,23630292,13,3
2,0,23643366,23630292,13,2
1,0,23643366,23630292,13,1
0,0,23643366,23630292,11,2
1,0,23643366,23630292,10,2
0,0,23643366,23630292,6,4
0,0,23643366,23630292,5,1
0,0,23643366,23630292,5,0
1,0,23643366,23630292,3,3
0,0,23643366,23630292,2,1
0,0,23643366,23630292,2,0
0,0,23643366,23630292,2,0
0,0,23643366,23630292,1,1
0,0,23643366,23630292,1,0
0,0,23643366,23630292,1,0
0,0,23643366,23630292,1,0
0,0,23643366,23630292,0,1
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
0,0,23643366,23630292,0,0
