dzienne_zarazenia,dzienna_smierc,lacznie_1_dawka,lacznie_2_dawka,teraz_zarazeni,ozdrowiency
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
0,0,35427250,35414266,0,0
